date,time_utc,station_id,station_name,latitude,longitude,elevation_m,temperature_c,temperature_f,feels_like_c,dew_point_c,humidity_pct,pressure_station_hpa,pressure_sea_level_hpa,pressure_trend,wind_speed_kmh,wind_direction_deg,wind_direction_cardinal,wind_gust_kmh,visibility_km,cloud_cover_pct,cloud_ceiling_m,precipitation_type,precipitation_mm,snow_depth_cm,precipitation_prob_pct,uv_index,solar_radiation_wm2,weather_condition,weather_code,air_quality_index,pm2_5_ugm3,pm10_ugm3,ozone_ppb,no2_ppb,co_ppm,sunrise_utc,sunset_utc,daylight_hours,soil_temp_c,soil_moisture_pct,evapotranspiration_mm
2022-12-31,23:00,HNL001,Honolulu - Intl,21.325,-157.925,4,10.4,50.7,10.4,-5.2,22,1013.1,1013.6,rising rapidly,19.7,282,WNW,22.0,37.3,33,3000,none,0.0,0.0,44,0,0,Haze,106,211,45.9,69.9,35.7,40.1,1.56,08:00,16:00,8,8.2,43.5,4.71
2023-01-01,00:51,ABQ001,Albuquerque - Intl Sunport,35.0402,-106.609,1619,7.4,45.3,6.8,-4.2,42,843.4,1025.9,rising,4.9,290,WNW,4.9,26.4,67,900,none,0.0,0.0,7,0,0,Mostly Clear,101,6,0.1,1.9,82.0,45.7,2.54,09:00,15:00,6,5.0,58.5,2.8
2023-01-01,10:44,ANC001,Anchorage - Intl,61.1743,-149.9963,46,10.0,50.0,7.6,9.8,99,1001.5,1007.0,falling rapidly,17.5,199,SSW,42.4,37.4,36,150,hail,35.5,0.0,17,6.5,641.1,Small Hail,142,282,70.8,113.0,75.8,68.2,2.17,09:00,15:00,6,7.3,11.8,1.23
2023-01-01,12:03,STL001,St Louis - Lambert,38.7487,-90.37,172,18.2,64.8,18.2,16.6,92,992.3,1012.8,rising rapidly,11.1,49,NE,26.8,5.6,58,900,none,0.0,0.0,56,6.6,692.2,Clear,100,170,42.2,73.1,42.1,47.0,0.52,09:00,15:00,6,14.1,5.0,3.39
2023-01-01,13:58,ATL001,Atlanta - Hartsfield,33.6407,-84.4277,313,16.3,61.3,16.3,9.9,68,971.2,1008.1,steady,21.3,224,SW,44.1,31.2,2,,none,0.0,0.0,92,10.9,990.0,Dust,108,140,30.4,49.2,77.1,77.1,1.24,09:00,15:00,6,12.3,9.2,3.09
2023-01-01,15:59,RDU001,Raleigh-Durham - Intl,35.8801,-78.788,132,18.2,64.8,18.2,1.4,16,1005.8,1021.7,rising rapidly,31.6,156,SSE,51.6,3.3,71,6000,none,0.0,0.0,5,5.2,581.1,Smoke,107,32,8.6,8.9,55.6,19.9,1.28,09:00,15:00,6,14.1,59.9,3.31
2023-01-01,19:22,CLE001,Cleveland - Hopkins,41.4117,-81.8498,245,16.2,61.2,16.2,1.2,25,991.8,1021.2,rising rapidly,16.5,160,SSE,34.4,13.1,21,,none,0.0,0.0,60,2.1,199.2,Haze,106,84,16.1,23.1,66.6,36.2,2.48,09:00,15:00,6,12.4,10.6,5.3
2023-01-01,21:55,MCI001,Kansas City - Intl,39.2976,-94.7139,313,10.0,50.0,10.0,3.0,65,964.8,1001.5,falling rapidly,3.3,308,NW,3.3,22.5,79,600,hail,18.6,0.0,58,0,0,Hail,140,56,14.4,22.4,89.6,78.9,2.7,09:00,15:00,6,5.5,56.5,3.19
2023-01-02,03:16,SFO001,San Francisco - Intl,37.6213,-122.379,4,11.0,51.8,11.0,-5.6,17,1009.7,1010.2,rising rapidly,23.0,313,NW,33.7,14.9,96,900,thunderstorm,31.1,0.0,4,0,0,Thunderstorm with Hail,152,233,55.9,94.9,54.2,48.0,0.54,09:00,15:00,6,8.9,19.8,3.38
2023-01-02,03:50,DEN001,Denver - Stapleton,39.7392,-104.9903,1609,-8.2,17.2,-8.2,-9.8,92,835.7,1015.3,steady,3.0,4,N,3.0,7.6,22,,none,0.0,0.0,64,0,0,Clear,100,237,60.4,98.4,39.0,75.9,0.38,09:00,15:00,6,-11.5,16.3,5.41
2023-01-02,06:29,MSP001,Minneapolis - St Paul,44.8848,-93.2223,255,10.6,51.1,10.6,-5.2,21,1001.9,1032.8,rising rapidly,17.1,189,S,40.9,34.0,35,1500,none,0.0,0.0,85,0,0.0,Mostly Cloudy,103,29,8.1,13.7,37.3,56.7,1.24,09:00,15:00,6,6.0,15.4,2.45
2023-01-02,13:11,ORD001,Chicago - O'Hare Area,41.9742,-87.9073,201,12.5,54.5,12.5,11.5,95,986.2,1010.1,falling,8.4,283,WNW,25.7,24.8,37,600,rain,6.4,0.0,30,8.3,815.0,Heavy Rain,112,6,5.4,6.5,22.1,69.5,0.45,09:00,15:00,6,9.0,12.4,4.67
2023-01-02,14:32,IAH001,Houston - Hobby,29.6454,-95.2789,15,21.8,71.2,21.8,9.4,38,1006.6,1008.4,falling,12.0,219,SW,26.8,18.5,17,,none,0.0,0.0,28,9.5,892.1,Smoke,107,111,26.9,48.0,67.1,44.1,0.41,09:00,15:00,6,17.7,23.6,1.51
2023-01-02,17:29,BWI001,Baltimore - Washington,39.1754,-76.6684,46,20.4,68.7,20.4,9.4,45,986.8,992.2,falling,25.4,23,NNE,31.1,4.3,59,9000,none,0.0,0.0,48,4.2,439.6,Dust,108,49,10.8,15.3,34.1,37.5,0.7,09:00,15:00,6,16.1,14.9,7.5
2023-01-03,00:18,MIA001,Miami - International,25.7959,-80.287,3,12.4,54.3,12.4,2.8,52,1016.9,1017.3,rising,13.8,161,SSE,36.5,38.6,96,600,hail,24.5,0.0,15,0,0,Small Hail,142,241,62.8,104.5,60.6,31.3,0.65,09:00,15:00,6,9.5,31.4,1.18
2023-01-03,01:53,SLC001,Salt Lake City - Intl,40.7884,-111.9778,1288,-1.1,30.0,-6.2,-8.5,63,865.0,1010.3,falling,17.6,262,W,32.3,37.3,10,,none,0.0,0.0,13,0,0,Haze,106,79,18.1,29.4,43.0,56.7,2.82,09:00,15:00,6,-5.9,50.2,2.88
2023-01-03,22:37,DFW001,Dallas - Fort Worth,32.8998,-97.0403,182,9.8,49.6,7.6,4.4,73,982.8,1004.3,rising rapidly,15.4,298,WNW,35.2,16.6,61,150,hail,6.3,0.0,81,0,0,Small Hail,142,239,62.5,102.1,78.2,43.9,2.88,09:00,15:00,6,6.2,23.2,3.1
2023-01-03,23:49,PHL001,Philadelphia - Intl,39.8729,-75.2437,9,4.0,39.2,-0.2,-7.8,41,1014.0,1015.1,rising,20.1,231,SW,21.4,26.5,11,,none,0.0,0.0,92,0,0,Clear,100,157,35.2,51.1,13.4,8.8,1.99,09:00,15:00,6,2.8,25.7,2.99
2023-01-03,23:59,SEA001,Seattle - Sea-Tac,47.4502,-122.3088,137,4.7,40.5,2.5,-5.5,49,987.4,1003.6,rising,9.1,226,SW,10.1,35.6,77,600,none,0.0,0.0,2,0,0,Smoke,107,77,20.5,34.4,21.0,29.2,1.51,09:00,15:00,6,1.5,15.7,5.6
2023-01-04,20:16,IND001,Indianapolis - Intl,39.7173,-86.2944,248,6.0,42.8,6.0,-3.2,54,985.1,1014.6,falling,1.8,243,WSW,1.8,27.3,35,6000,thunderstorm,6.0,0.0,18,0,0.0,Derecho,153,14,0.1,0.1,84.4,59.2,0.44,09:00,15:00,6,2.4,35.5,1.89
2023-01-13,01:45,PDX001,Portland - Intl,45.5898,-122.5951,9,2.8,37.0,0.9,-6.6,53,1017.6,1018.7,rising,6.9,262,W,22.9,1.7,16,,none,0.0,0.0,12,0,0,Fog,105,53,11.3,18.5,60.7,17.4,1.71,09:00,15:00,6,-1.5,38.3,0.69
2023-01-13,04:45,MSP001,Minneapolis - St Paul,44.8848,-93.2223,255,6.0,42.8,2.4,4.4,92,981.7,1012.0,rising rapidly,19.2,307,NW,33.3,15.9,4,,none,0.0,0.0,83,0,0,Haze,106,242,60.3,97.5,89.5,17.7,1.29,09:00,15:00,6,1.8,10.4,5.25
2023-01-13,09:09,DFW001,Dallas - Fort Worth,32.8998,-97.0403,182,18.2,64.8,18.2,15.2,85,985.9,1007.5,rising rapidly,16.8,70,ENE,18.4,35.2,65,6000,none,0.0,0.0,65,3.9,420.9,Fog,105,60,15.3,35.1,34.4,6.3,2.62,09:00,15:00,6,17.1,52.0,2.63
2023-01-13,12:34,STL001,St Louis - Lambert,38.7487,-90.37,172,16.6,61.9,16.6,14.0,87,977.7,997.9,rising,4.9,285,WNW,4.9,5.7,70,1500,none,0.0,0.0,45,5.7,633.7,Partly Cloudy,102,262,67.6,109.7,12.6,49.2,2.35,09:00,15:00,6,14.3,58.2,0.91
2023-01-13,22:44,RDU001,Raleigh-Durham - Intl,35.8801,-78.788,132,7.2,45.0,3.2,0.8,68,1000.1,1015.9,steady,26.3,136,SE,36.1,7.3,67,150,none,0.0,0.0,11,0,0,Mostly Clear,101,178,41.4,75.2,39.1,47.5,2.14,09:00,15:00,6,4.4,54.7,2.77
2023-01-14,06:48,IAH001,Houston - Hobby,29.6454,-95.2789,15,12.0,53.6,12.0,-0.8,36,1009.9,1011.7,steady,17.4,53,NE,25.6,5.9,19,,none,0.0,0.0,78,0,0.0,Mostly Clear,101,191,47.7,81.0,58.3,43.6,2.8,09:00,15:00,6,10.1,16.5,2.1
2023-01-14,06:54,ABQ001,Albuquerque - Intl Sunport,35.0402,-106.609,1619,3.2,37.8,-1.3,-6.8,50,824.9,1003.4,falling,20.9,199,SSW,26.6,21.0,52,300,hail,27.0,0.0,69,0,0.0,Heavy Hail,141,150,40.9,62.6,24.7,66.7,0.26,09:00,15:00,6,0.5,11.8,0.11
2023-01-14,13:37,DEN001,Denver - Stapleton,39.7392,-104.9903,1609,0.5,32.9,-4.0,-5.7,69,827.9,1005.8,falling rapidly,15.9,273,W,27.3,8.4,53,1500,none,0.0,0.0,18,7.1,735.0,Mostly Cloudy,103,298,79.9,124.7,71.9,23.0,2.13,09:00,15:00,6,-2.7,51.8,3.02
2023-01-14,18:40,IND001,Indianapolis - Intl,39.7173,-86.2944,248,9.9,49.8,7.0,9.5,98,980.7,1010.1,falling,22.4,204,SSW,38.8,27.5,81,600,none,0.0,0.0,1,2.2,258.2,Smoke,107,299,72.6,120.4,46.7,11.1,0.45,09:00,15:00,6,7.8,12.7,1.19
2023-01-15,00:05,CLE001,Cleveland - Hopkins,41.4117,-81.8498,245,5.4,41.7,2.3,-3.2,57,971.5,1000.3,rising rapidly,14.5,36,NE,27.0,36.2,58,9000,none,0.0,0.0,18,0,0,Haze,106,31,5.6,17.6,72.0,59.6,2.27,09:00,15:00,6,2.3,5.3,3.13
2023-01-15,04:36,ANC001,Anchorage - Intl,61.1743,-149.9963,46,8.3,46.9,7.1,1.3,65,1011.7,1017.2,rising rapidly,7.6,145,SE,24.3,26.0,24,,none,0.0,0.0,57,0,0,Mostly Clear,101,174,44.9,75.5,45.8,65.6,2.5,09:00,15:00,6,5.5,21.0,2.4
2023-01-15,05:22,LAX001,Los Angeles - Downtown,34.0522,-118.2437,71,11.4,52.5,11.4,0.2,44,989.7,998.1,rising,10.2,176,S,32.7,30.5,4,,none,0.0,0.0,51,0,0,Dust,108,23,4.9,3.5,81.0,16.1,0.33,09:00,15:00,6,7.8,20.8,7.16
2023-01-15,07:10,TPA001,Tampa - Intl,27.9755,-82.5332,9,18.8,65.8,18.8,13.6,74,1010.1,1011.2,falling,19.6,299,WNW,40.7,9.6,60,600,none,0.0,0.0,43,1.5,155.8,Mostly Clear,101,261,70.5,114.1,67.0,65.1,0.36,09:00,15:00,6,17.0,19.6,0.1
2023-01-15,11:35,SLC001,Salt Lake City - Intl,40.7884,-111.9778,1288,6.5,43.7,4.8,-4.3,46,855.2,998.9,steady,8.2,282,WNW,10.0,25.5,66,600,none,0.0,0.0,65,5.5,603.6,Partly Cloudy,102,139,32.6,44.8,37.3,25.9,2.89,09:00,15:00,6,4.7,7.4,1.13
2023-01-15,21:17,NYC001,New York - Central Park,40.7829,-73.9654,39,8.6,47.5,5.3,5.8,86,1010.7,1015.4,rising,22.8,217,SW,36.2,18.6,25,,none,0.0,0.0,6,0,0,Dust,108,188,55.7,95.9,67.2,61.1,1.38,09:00,15:00,6,3.9,14.8,6.58
2023-01-16,02:04,MKE001,Milwaukee - Mitchell,42.9472,-87.8966,211,6.4,43.5,4.1,0.0,68,985.5,1010.6,rising,11.1,22,NNE,15.7,10.8,18,,none,0.0,0.0,62,0,0,Partly Cloudy,102,77,15.1,32.3,53.0,31.8,1.83,09:00,15:00,6,1.7,35.6,0.68
2023-01-16,03:32,ATL001,Atlanta - Hartsfield,33.6407,-84.4277,313,3.0,37.4,-1.9,-9.8,36,965.4,1002.1,rising rapidly,23.4,320,NW,29.4,11.7,81,6000,none,0.0,0.0,1,0,0,Clear,100,205,55.3,90.5,44.6,51.8,1.69,09:00,15:00,6,1.4,11.0,6.05
2023-01-16,07:13,SFO001,San Francisco - Intl,37.6213,-122.379,4,13.2,55.8,13.2,-2.2,23,1014.3,1014.8,rising,3.2,334,NNW,3.2,23.4,3,,none,0.0,0.0,37,2.4,219.2,Clear,100,146,42.7,66.2,58.5,15.0,2.02,09:00,15:00,6,11.1,6.8,2.63
2023-01-16,09:07,HNL001,Honolulu - Intl,21.325,-157.925,4,22.9,73.2,22.9,21.5,93,1008.3,1008.8,steady,4.8,216,SW,4.8,3.2,91,300,none,0.0,0.0,93,2.7,339.8,Mist,109,46,13.6,25.3,85.0,53.9,1.16,09:00,15:00,6,18.4,14.0,1.09
2023-01-16,09:57,BWI001,Baltimore - Washington,39.1754,-76.6684,46,18.3,64.9,18.3,12.1,69,1011.0,1016.5,falling,9.3,193,SSW,26.9,35.8,34,900,rain,42.3,0.0,21,5.3,517.5,Heavy Rain,112,33,6.0,5.0,15.3,29.4,2.54,09:00,15:00,6,14.6,15.4,1.91
2023-01-16,22:38,MCI001,Kansas City - Intl,39.2976,-94.7139,313,13.4,56.1,13.4,12.8,97,978.6,1015.8,falling rapidly,16.6,102,ESE,18.3,37.4,41,9000,none,0.0,0.0,83,0,0,Mostly Clear,101,195,46.1,75.4,36.1,33.1,2.18,09:00,15:00,6,12.1,58.3,5.44
2023-01-17,05:35,PHX001,Phoenix - Sky Harbor,33.4373,-112.0078,337,9.6,49.3,7.5,-6.4,20,968.5,1008.2,falling rapidly,14.4,110,ESE,29.1,1.2,100,300,none,0.0,0.0,17,0,0,Overcast,104,191,49.6,79.3,45.1,50.3,0.27,09:00,15:00,6,5.5,58.7,4.27
2023-01-17,13:36,MIA001,Miami - International,25.7959,-80.287,3,17.1,62.8,17.1,10.7,68,993.1,993.5,falling rapidly,22.3,131,SE,23.2,13.8,93,9000,none,0.0,0.0,54,4.2,535.0,Fog,105,95,25.3,39.1,79.3,13.4,0.7,09:00,15:00,6,13.5,36.4,3.92
2023-01-17,14:41,SEA001,Seattle - Sea-Tac,47.4502,-122.3088,137,16.1,61.0,16.1,3.5,37,1004.5,1021.0,rising,0.7,352,N,0.7,35.5,15,,none,0.0,0.0,97,9.7,901.8,Overcast,104,41,9.0,20.4,44.1,24.4,1.79,09:00,15:00,6,11.7,16.6,3.75
2023-01-17,16:49,MSY001,New Orleans - Moisant,29.9934,-90.258,3,12.0,53.6,12.0,5.8,69,998.6,999.0,rising rapidly,2.2,153,SSE,2.2,19.8,68,,rain,5.8,0.0,29,4.7,516.0,Moderate Rain,111,114,31.6,53.9,13.0,75.4,2.72,09:00,15:00,6,10.9,59.2,3.35
2023-01-18,02:18,PHL001,Philadelphia - Intl,39.8729,-75.2437,9,7.8,46.0,4.2,-3.0,46,1011.1,1012.2,rising rapidly,24.0,136,SE,45.4,24.0,47,9000,none,0.0,0.0,21,0,0,Haze,106,274,73.8,120.4,65.4,14.7,1.72,09:00,15:00,6,4.8,20.8,6.39
2023-01-18,13:06,DTW001,Detroit - Metro Wayne,42.2162,-83.3554,195,13.0,55.4,13.0,10.4,87,989.0,1012.2,falling rapidly,25.8,232,SW,32.3,8.6,77,6000,none,0.0,0.0,73,5.4,615.0,Mostly Cloudy,103,294,73.2,120.4,59.1,40.3,1.49,09:00,15:00,6,9.1,24.0,6.6
2023-01-18,22:27,LAS001,Las Vegas - McCarran,36.084,-115.1537,664,16.2,61.2,16.2,2.2,30,936.6,1014.1,steady,6.2,169,S,16.1,11.5,73,900,none,0.0,0.0,7,0,0,Mist,109,91,21.5,35.8,70.5,21.1,2.58,09:00,15:00,6,12.4,12.4,2.25
2023-01-19,05:03,ORD001,Chicago - O'Hare Area,41.9742,-87.9073,201,11.8,53.2,11.8,9.4,88,994.1,1018.2,steady,25.7,250,WSW,32.0,37.6,85,300,none,0.0,0.0,38,0,0,Fog,105,14,5.9,8.4,84.0,72.6,0.91,09:00,15:00,6,7.2,13.0,5.34
2023-01-19,10:54,BOS001,Boston - Logan,42.3656,-71.0096,9,17.1,62.8,17.1,13.1,80,1020.0,1021.1,steady,26.5,67,ENE,37.2,10.0,28,,none,0.0,0.0,10,7.0,672.4,Mostly Clear,101,13,1.4,3.8,20.0,67.0,1.75,09:00,15:00,6,14.8,20.9,3.37
2023-01-27,08:35,ORD001,Chicago - O'Hare Area,41.9742,-87.9073,201,16.4,61.5,16.4,16.2,99,977.2,1000.9,falling rapidly,31.5,17,NNE,38.8,13.4,10,,none,0.0,0.0,40,4.5,412.2,Mist,109,68,15.8,25.0,67.2,76.0,1.56,09:00,15:00,6,12.1,51.9,3.78
2023-01-27,10:10,HNL001,Honolulu - Intl,21.325,-157.925,4,23.9,75.0,23.9,17.5,68,1021.2,1021.7,rising rapidly,12.4,10,N,23.9,37.4,23,,none,0.0,0.0,3,7.3,691.9,Dust,108,219,56.0,92.7,51.2,23.3,2.64,09:00,15:00,6,19.4,46.8,5.14
2023-01-28,05:22,SEA001,Seattle - Sea-Tac,47.4502,-122.3088,137,8.8,47.8,7.4,8.2,97,1008.6,1025.2,rising rapidly,8.8,353,N,28.8,25.7,38,300,none,0.0,0.0,7,0,0,Smoke,107,67,15.4,34.1,57.4,79.6,0.8,09:00,15:00,6,7.1,41.2,3.43
2023-01-28,05:55,LAX001,Los Angeles - Downtown,34.0522,-118.2437,71,12.2,54.0,12.2,7.0,74,1008.2,1016.7,falling,14.2,79,E,23.2,4.3,65,900,none,0.0,0.0,55,0,0,Overcast,104,41,4.7,9.3,57.1,41.8,0.64,09:00,15:00,6,8.6,34.8,6.68
2023-01-28,06:58,CLE001,Cleveland - Hopkins,41.4117,-81.8498,245,11.7,53.1,11.7,-3.7,23,987.7,1017.0,steady,23.6,82,E,47.1,32.9,62,,rain,53.5,0.0,40,0,0.0,Freezing Drizzle,115,116,34.1,58.5,88.4,64.4,1.71,09:00,15:00,6,8.8,49.9,1.34
2023-01-28,09:53,DEN001,Denver - Stapleton,39.7392,-104.9903,1609,7.2,45.0,4.5,3.2,80,830.4,1008.9,falling,14.8,206,SSW,39.1,35.7,53,9000,none,0.0,0.0,90,4.4,458.3,Partly Cloudy,102,159,44.3,72.3,22.1,79.5,2.89,09:00,15:00,6,4.3,16.5,4.59
2023-01-28,11:28,MCI001,Kansas City - Intl,39.2976,-94.7139,313,15.6,60.1,15.6,15.0,97,989.0,1026.6,falling rapidly,13.9,86,E,16.0,14.6,9,,none,0.0,0.0,25,9.3,860.4,Mostly Cloudy,103,174,45.1,68.7,51.0,8.7,2.31,09:00,15:00,6,13.8,41.9,3.4
2023-01-28,12:05,IAH001,Houston - Hobby,29.6454,-95.2789,15,22.1,71.8,22.1,21.1,95,1019.9,1021.7,rising,24.7,318,NW,30.7,11.6,52,600,rain,52.3,0.0,98,7.0,721.4,Rain Showers,114,116,30.9,49.8,85.4,50.0,2.07,09:00,15:00,6,17.5,10.2,3.4
2023-01-28,18:30,SLC001,Salt Lake City - Intl,40.7884,-111.9778,1288,3.4,38.1,-0.5,3.0,98,879.0,1026.7,rising,16.9,202,SSW,26.8,4.3,33,6000,none,0.0,0.0,93,3.7,362.3,Mostly Cloudy,103,269,70.4,116.1,24.4,7.0,2.42,09:00,15:00,6,-1.0,47.9,3.67
2023-01-29,00:36,SFO001,San Francisco - Intl,37.6213,-122.379,4,5.8,42.4,2.0,-3.2,55,1011.3,1011.8,rising rapidly,20.9,207,SSW,45.3,3.9,28,,hail,0.6,0.0,35,0,0,Heavy Hail,141,148,34.3,52.8,42.9,47.7,1.04,09:00,15:00,6,4.7,21.2,0.14
2023-01-29,11:15,ABQ001,Albuquerque - Intl Sunport,35.0402,-106.609,1619,10.8,51.4,10.8,-0.4,44,828.7,1008.1,rising rapidly,25.5,70,ENE,27.2,5.1,61,6000,hail,41.6,0.0,56,5.9,626.2,Hail,140,83,23.4,34.0,42.5,35.2,2.68,09:00,15:00,6,7.6,26.5,3.08
2023-01-29,17:25,DTW001,Detroit - Metro Wayne,42.2162,-83.3554,195,14.6,58.3,14.6,7.4,64,979.0,1002.0,steady,23.1,22,NNE,44.0,20.3,12,,rain,23.8,0.0,35,6.3,586.1,Moderate Rain,111,293,72.1,117.1,41.2,6.2,0.22,09:00,15:00,6,10.2,10.1,3.13
2023-01-30,00:57,IND001,Indianapolis - Intl,39.7173,-86.2944,248,0.3,32.5,-2.8,-6.7,65,989.1,1018.8,falling rapidly,9.3,176,S,25.5,37.3,18,,none,0.0,0.0,17,0,0,Clear,100,296,68.7,107.0,40.9,60.0,1.79,09:00,15:00,6,-1.0,13.1,7.04
2023-01-30,19:17,ATL001,Atlanta - Hartsfield,33.6407,-84.4277,313,9.4,48.9,6.6,6.6,86,985.3,1022.8,rising rapidly,20.5,224,SW,29.2,4.1,91,,none,0.0,0.0,40,1.0,121.3,Haze,106,67,16.1,19.9,41.9,12.6,2.4,09:00,15:00,6,7.9,49.3,2.91
2023-01-30,20:54,TPA001,Tampa - Intl,27.9755,-82.5332,9,12.3,54.1,12.3,1.3,45,1024.3,1025.4,rising,17.2,7,N,22.8,0.4,69,600,rain,3.3,0.0,43,0,0.0,Drizzle,113,140,37.9,55.8,80.4,18.0,2.17,09:00,15:00,6,7.8,56.1,3.64
2023-01-30,21:14,MKE001,Milwaukee - Mitchell,42.9472,-87.8966,211,2.6,36.7,-1.2,-9.0,42,998.7,1024.1,rising,15.1,223,SW,25.4,22.2,35,600,rain,37.0,0.0,56,0,0,Heavy Rain,112,148,39.0,62.5,67.2,5.0,2.86,09:00,15:00,6,-0.8,47.8,3.9
2023-01-30,23:12,STL001,St Louis - Lambert,38.7487,-90.37,172,8.9,48.0,6.3,-7.9,16,995.5,1016.1,rising rapidly,17.3,56,NE,21.1,23.4,46,900,none,0.0,0.0,35,0,0,Fog,105,236,57.4,92.7,56.8,36.1,0.46,09:00,15:00,6,5.4,15.4,5.3
2023-01-31,01:04,PHL001,Philadelphia - Intl,39.8729,-75.2437,9,12.3,54.1,12.3,9.7,87,1011.7,1012.8,rising rapidly,10.8,69,ENE,31.8,37.6,21,,none,0.0,0.0,47,0,0,Overcast,104,155,43.5,70.2,59.4,59.2,2.88,09:00,15:00,6,7.6,54.2,3.86
2023-01-31,04:22,RDU001,Raleigh-Durham - Intl,35.8801,-78.788,132,14.9,58.8,14.9,7.3,62,991.8,1007.5,steady,15.3,304,NW,37.4,26.2,11,,none,0.0,0.0,97,0,0,Mostly Cloudy,103,19,2.0,6.1,47.5,54.0,2.31,09:00,15:00,6,13.8,39.0,3.3
2023-01-31,04:52,NYC001,New York - Central Park,40.7829,-73.9654,39,14.0,57.2,14.0,7.6,68,1009.9,1014.6,rising,11.6,217,SW,27.0,15.4,17,,none,0.0,0.0,25,0,0,Clear,100,33,7.0,8.5,53.6,66.9,0.47,09:00,15:00,6,9.2,31.2,1.33
2023-01-31,06:51,BOS001,Boston - Logan,42.3656,-71.0096,9,8.1,46.6,5.6,4.9,84,1008.5,1009.6,steady,14.8,279,W,27.4,1.8,75,3000,none,0.0,0.0,11,0,0.0,Mist,109,77,20.8,30.8,52.8,10.4,2.57,09:00,15:00,6,6.8,47.9,4.26
